Code_Projet,Nom_Client,Reference_Commande,Montant_HT,Date_Creation
DRC0003,Client_210,CMD10481,3342.33,2024-04-29
DRC0032,Client_149,CMD10482,1258.27,2024-01-10
DRC0006,Client_10,CMD10483,3491.02,2024-03-01
DRC0047,Client_23,CMD10484,3326.91,2024-04-30
DRC0036,Client_234,CMD10485,3960.44,2024-05-19
DRC0096,Client_189,CMD10486,1548.63,2024-01-24
DRC0003,Client_10,CMD10487,7532.79,2024-04-03
DRC0032,Client_87,CMD10488,243.86,2024-02-13
DRC0037,Client_68,CMD10489,9176.41,2024-06-24
DRC0063,Client_273,CMD10490,8284.51,2024-05-13
DRC0046,Client_27,CMD10491,7977.8,2024-05-26
DRC0057,Client_33,CMD10492,7557.91,2024-04-22
DRC0093,Client_104,CMD10493,5241.08,2024-03-27
DRC0086,Client_226,CMD10494,5888.04,2024-03-03
DRC0080,Client_262,CMD10495,914.59,2024-03-28
DRC0086,Client_162,CMD10496,9216.2,2024-06-06
DRC0029,Client_175,CMD10497,6524.8,2024-01-19
DRC0067,Client_298,CMD10498,5695.7,2024-05-04
DRC0057,Client_229,CMD10499,548.11,2024-03-17
DRC0050,Client_224,CMD10500,3007.61,2024-06-14
DRC0046,Client_167,CMD10501,4322.9,2024-01-06
DRC0065,Client_192,CMD10502,8208.38,2024-07-17
DRC0053,Client_80,CMD10503,7067.6,2024-07-01
DRC0084,Client_179,CMD10504,8554.62,2024-02-29
DRC0016,Client_112,CMD10505,7285.44,2024-03-31
DRC0067,Client_88,CMD10506,5055.41,2024-03-28
DRC0003,Client_20,CMD10507,6025.65,2024-01-14
DRC0027,Client_149,CMD10508,9175.71,2024-02-19
DRC0044,Client_141,CMD10509,8036.91,2024-03-10
DRC0032,Client_201,CMD10510,1928.23,2024-06-28
DRC0037,Client_63,CMD10511,4036.3,2024-01-12
DRC0046,Client_93,CMD10512,4892.33,2024-05-08
DRC0041,Client_67,CMD10513,6323.75,2024-06-08
DRC0058,Client_92,CMD10514,2795.43,2024-06-09
DRC0054,Client_171,CMD10515,7106.79,2024-02-27
DRC0021,Client_41,CMD10516,3839.08,2024-06-08
DRC0090,Client_4,CMD10517,8688.22,2024-04-23
DRC0007,Client_154,CMD10518,1021.42,2024-01-26
DRC0087,Client_15,CMD10519,8364.17,2024-02-25
DRC0097,Client_263,CMD10520,6761.42,2024-03-21
DRC0006,Client_107,CMD10521,7519.7,2024-04-15
DRC0035,Client_80,CMD10522,5041.13,2024-06-01
DRC0022,Client_35,CMD10523,7234.22,2024-05-26
DRC0070,Client_153,CMD10524,7666.82,2024-01-24
DRC0028,Client_277,CMD10525,9473.77,2024-06-12
DRC0008,Client_16,CMD10526,7731.06,2024-01-12
DRC0041,Client_259,CMD10527,6454.79,2024-05-19
DRC0054,Client_63,CMD10528,2979.26,2024-04-23
DRC0051,Client_54,CMD10529,6641.47,2024-04-01
DRC0020,Client_6,CMD10530,8471.56,2024-04-21
DRC0050,Client_85,CMD10531,4308.67,2024-01-23
DRC0060,Client_151,CMD10532,4784.62,2024-06-04
DRC0066,Client_119,CMD10533,9012.68,2024-01-27
DRC0012,Client_291,CMD10534,3425.93,2024-04-01
DRC0032,Client_193,CMD10535,1068.55,2024-05-03
DRC0023,Client_40,CMD10536,8881.4,2024-06-23
DRC0070,Client_80,CMD10537,1119.22,2024-05-14
DRC0047,Client_285,CMD10538,9598.07,2024-06-07
DRC0082,Client_138,CMD10539,5611.81,2024-07-06
DRC0016,Client_6,CMD10540,7407.46,2024-05-12
DRC0056,Client_212,CMD10541,504.62,2024-02-01
DRC0071,Client_31,CMD10542,2189.52,2024-01-18
DRC0020,Client_32,CMD10543,496.7,2024-05-24
DRC0086,Client_271,CMD10544,5568.01,2024-03-01
DRC0040,Client_181,CMD10545,2508.01,2024-05-21
DRC0003,Client_99,CMD10546,2504.66,2024-03-17
DRC0007,Client_238,CMD10547,9784.67,2024-03-27
DRC0047,Client_43,CMD10548,2236.04,2024-07-15
DRC0012,Client_40,CMD10549,444.18,2024-03-18
DRC0019,Client_133,CMD10550,1362.56,2024-03-04
DRC0008,Client_109,CMD10551,1360.68,2024-03-02
DRC0041,Client_78,CMD10552,3824.55,2024-02-20
DRC0083,Client_206,CMD10553,6801.86,2024-05-06
DRC0100,Client_120,CMD10554,8504.81,2024-04-24
DRC0092,Client_220,CMD10555,4273.82,2024-03-07
DRC0028,Client_29,CMD10556,8068.24,2024-07-04
DRC0074,Client_188,CMD10557,3635.94,2024-06-27
DRC0021,Client_148,CMD10558,3609.45,2024-03-23
DRC0078,Client_264,CMD10559,7648.06,2024-03-14
DRC0020,Client_4,CMD10560,8538.5,2024-02-11
DRC0037,Client_26,CMD10561,1334.11,2024-05-28
DRC0054,Client_292,CMD10562,2260.56,2024-01-27
DRC0085,Client_55,CMD10563,9179.42,2024-06-15
DRC0011,Client_102,CMD10564,9508.89,2024-07-15
DRC0012,Client_75,CMD10565,3209.09,2024-05-31
DRC0080,Client_140,CMD10566,3460.46,2024-04-04
DRC0018,Client_210,CMD10567,8015.02,2024-05-02
DRC0069,Client_269,CMD10568,8454.04,2024-05-30
DRC0072,Client_153,CMD10569,2137.04,2024-02-29
DRC0063,Client_128,CMD10570,5682.43,2024-04-05
DRC0075,Client_155,CMD10571,7271.79,2024-05-01
DRC0090,Client_186,CMD10572,1764.78,2024-06-09
DRC0056,Client_146,CMD10573,1725.11,2024-04-26
DRC0052,Client_88,CMD10574,3215.85,2024-03-22
DRC0052,Client_224,CMD10575,5443.8,2024-01-16
DRC0059,Client_109,CMD10576,1774.1,2024-04-21
DRC0027,Client_211,CMD10577,2796.47,2024-01-12
DRC0096,Client_260,CMD10578,6521.66,2024-01-04
DRC0049,Client_292,CMD10579,8675.32,2024-03-24
DRC0039,Client_58,CMD10580,9073.12,2024-01-26
DRC0043,Client_27,CMD10581,7275.33,2024-07-17
DRC0054,Client_104,CMD10582,571.38,2024-05-11
DRC0053,Client_80,CMD10583,4652.77,2024-04-22
DRC0068,Client_134,CMD10584,9431.42,2024-01-11
DRC0074,Client_97,CMD10585,3085.27,2024-05-30
DRC0051,Client_216,CMD10586,5113.43,2024-01-01
DRC0068,Client_262,CMD10587,1681.89,2024-06-16
DRC0075,Client_69,CMD10588,8025.25,2024-04-15
DRC0034,Client_15,CMD10589,4077.92,2024-02-10
DRC0091,Client_199,CMD10590,1889.52,2024-02-15
DRC0008,Client_152,CMD10591,6323.44,2024-01-24
DRC0067,Client_253,CMD10592,8542.01,2024-02-20
DRC0065,Client_30,CMD10593,5819.83,2024-03-12
DRC0032,Client_148,CMD10594,6840.13,2024-01-14
DRC0059,Client_233,CMD10595,574.28,2024-04-08
DRC0056,Client_284,CMD10596,5664.63,2024-07-15
DRC0039,Client_72,CMD10597,6592.68,2024-04-18
DRC0091,Client_124,CMD10598,5035.31,2024-04-28
DRC0098,Client_231,CMD10599,2428.15,2024-03-17
DRC0055,Client_188,CMD10600,3188.29,2024-06-23
DRC0094,Client_4,CMD10601,5167.68,2024-05-19
DRC0068,Client_122,CMD10602,1099.56,2024-05-30
DRC0021,Client_158,CMD10603,3152.79,2024-04-05
DRC0085,Client_250,CMD10604,1140.24,2024-03-17
DRC0010,Client_142,CMD10605,4338.39,2024-03-19
DRC0094,Client_177,CMD10606,5209.12,2024-03-23
DRC0066,Client_254,CMD10607,1651.67,2024-02-18
DRC0062,Client_85,CMD10608,4330.16,2024-01-10
DRC0013,Client_140,CMD10609,587.41,2024-07-06
DRC0084,Client_281,CMD10610,6515.6,2024-01-21
DRC0065,Client_239,CMD10611,877.99,2024-07-09
DRC0004,Client_125,CMD10612,3440.73,2024-01-20
DRC0018,Client_72,CMD10613,6005.24,2024-05-17
DRC0046,Client_184,CMD10614,2783.13,2024-03-12
DRC0061,Client_60,CMD10615,5446.24,2024-01-25
DRC0068,Client_294,CMD10616,5751.77,2024-04-01
DRC0013,Client_249,CMD10617,3733.77,2024-04-06
DRC0018,Client_121,CMD10618,1556.41,2024-03-03
DRC0055,Client_196,CMD10619,6170.5,2024-03-04
DRC0046,Client_157,CMD10620,5272.62,2024-06-01
DRC0012,Client_39,CMD10621,4091.98,2024-04-08
DRC0071,Client_234,CMD10622,1778.06,2024-03-05
DRC0100,Client_177,CMD10623,5097.75,2024-04-26
DRC0069,Client_256,CMD10624,4548.43,2024-03-01
DRC0058,Client_95,CMD10625,1306.15,2024-03-03
DRC0003,Client_25,CMD10626,9923.8,2024-02-18
DRC0059,Client_71,CMD10627,9195.62,2024-04-15
DRC0067,Client_67,CMD10628,5151.32,2024-02-01
DRC0042,Client_296,CMD10629,648.26,2024-01-11
DRC0001,Client_114,CMD10630,3937.03,2024-04-12
DRC0022,Client_36,CMD10631,7711.23,2024-03-20
DRC0052,Client_276,CMD10632,5350.38,2024-05-24
DRC0089,Client_11,CMD10633,2002.13,2024-05-12
DRC0016,Client_190,CMD10634,9059.47,2024-01-01
DRC0048,Client_162,CMD10635,5794.99,2024-07-14
DRC0014,Client_186,CMD10636,2192.13,2024-02-06
DRC0009,Client_256,CMD10637,9130.46,2024-02-01
DRC0024,Client_166,CMD10638,4614.71,2024-02-12
DRC0088,Client_284,CMD10639,5263.17,2024-06-09
DRC0079,Client_97,CMD10640,4090.39,2024-03-09
DRC0034,Client_192,CMD10641,6956.09,2024-05-24
DRC0033,Client_29,CMD10642,9996.72,2024-04-09
DRC0057,Client_215,CMD10643,9369.91,2024-03-10
DRC0032,Client_86,CMD10644,1244.55,2024-04-28
DRC0068,Client_135,CMD10645,2112.34,2024-07-17
DRC0089,Client_288,CMD10646,749.44,2024-02-12
DRC0017,Client_152,CMD10647,5968.94,2024-04-16
DRC0032,Client_93,CMD10648,3444.02,2024-05-02
DRC0015,Client_21,CMD10649,6835.64,2024-02-04
DRC0039,Client_210,CMD10650,3840.85,2024-06-17
DRC0056,Client_298,CMD10651,9041.76,2024-01-06
DRC0035,Client_206,CMD10652,6668.09,2024-02-27
DRC0061,Client_83,CMD10653,963.24,2024-07-14
DRC0009,Client_263,CMD10654,6883.84,2024-06-28
DRC0062,Client_19,CMD10655,8158.52,2024-04-18
DRC0047,Client_260,CMD10656,8427.64,2024-06-13
DRC0087,Client_98,CMD10657,2924.62,2024-02-15
DRC0037,Client_292,CMD10658,5066.32,2024-02-05
DRC0099,Client_114,CMD10659,7416.46,2024-06-01
DRC0049,Client_248,CMD10660,1364.88,2024-01-17
DRC0028,Client_172,CMD10661,2374.13,2024-01-08
DRC0083,Client_165,CMD10662,9972.15,2024-03-22
DRC0038,Client_122,CMD10663,4692.68,2024-05-21
DRC0014,Client_47,CMD10664,8511.35,2024-07-07
DRC0052,Client_166,CMD10665,706.49,2024-05-24
DRC0001,Client_96,CMD10666,2156.05,2024-05-24
DRC0061,Client_70,CMD10667,1129.34,2024-07-05
DRC0008,Client_165,CMD10668,8316.91,2024-07-13
DRC0055,Client_169,CMD10669,4290.43,2024-03-02
DRC0072,Client_97,CMD10670,1100.73,2024-02-23
DRC0091,Client_132,CMD10671,5775.81,2024-04-18
DRC0052,Client_169,CMD10672,5085.88,2024-02-11
DRC0007,Client_114,CMD10673,6439.11,2024-01-26
DRC0001,Client_256,CMD10674,7781.01,2024-02-23
DRC0017,Client_119,CMD10675,9184.42,2024-02-19
DRC0029,Client_193,CMD10676,6060.43,2024-06-29
DRC0076,Client_163,CMD10677,9257.3,2024-05-09
DRC0004,Client_63,CMD10678,9598.22,2024-01-23
DRC0068,Client_215,CMD10679,4011.92,2024-03-15
DRC0063,Client_241,CMD10680,4380.13,2024-01-14
DRC0081,Client_178,CMD10681,8984.79,2024-03-10
DRC0041,Client_199,CMD10682,2328.48,2024-06-02
DRC0063,Client_97,CMD10683,6175.97,2024-01-06
DRC0022,Client_68,CMD10684,3675.29,2024-04-17
DRC0088,Client_189,CMD10685,8998.97,2024-02-08
DRC0040,Client_189,CMD10686,6903.3,2024-02-02
DRC0053,Client_148,CMD10687,3375.18,2024-04-25
DRC0048,Client_212,CMD10688,5070.34,2024-03-24
DRC0076,Client_107,CMD10689,8630.52,2024-04-12
DRC0032,Client_60,CMD10690,9359.24,2024-03-21
DRC0051,Client_128,CMD10691,5817.24,2024-07-18
DRC0063,Client_180,CMD10692,9308.89,2024-03-27
DRC0001,Client_287,CMD10693,1225.05,2024-01-23
DRC0078,Client_80,CMD10694,8060.57,2024-01-16
DRC0074,Client_16,CMD10695,3560.13,2024-02-10
DRC0027,Client_215,CMD10696,4219.97,2024-03-15
DRC0013,Client_277,CMD10697,2676.97,2024-01-13
DRC0042,Client_121,CMD10698,8764.99,2024-07-18
DRC0098,Client_197,CMD10699,1718.6,2024-01-31
DRC0017,Client_44,CMD10700,7800.04,2024-02-29
DRC0081,Client_17,CMD10701,4974.64,2024-01-18
DRC0040,Client_105,CMD10702,4249.31,2024-01-21
DRC0070,Client_255,CMD10703,4519.73,2024-02-21
DRC0077,Client_137,CMD10704,2244.09,2024-07-17
DRC0066,Client_199,CMD10705,9127.08,2024-04-18
DRC0025,Client_111,CMD10706,348.59,2024-01-25
DRC0070,Client_132,CMD10707,8034.93,2024-04-09
DRC0007,Client_192,CMD10708,3505.36,2024-06-06
DRC0004,Client_175,CMD10709,7824.39,2024-05-23
DRC0001,Client_23,CMD10710,5879.75,2024-06-15
DRC0098,Client_218,CMD10711,1370.13,2024-02-01
DRC0093,Client_151,CMD10712,9022.38,2024-02-10
DRC0022,Client_292,CMD10713,5059.79,2024-02-25
DRC0028,Client_289,CMD10714,780.65,2024-06-28
DRC0060,Client_91,CMD10715,1739.06,2024-04-20
DRC0076,Client_264,CMD10716,780.35,2024-07-13
DRC0036,Client_230,CMD10717,4634.92,2024-06-03
DRC0042,Client_47,CMD10718,4789.64,2024-02-05
DRC0037,Client_82,CMD10719,2808.97,2024-03-17
DRC0053,Client_233,CMD10720,4662.39,2024-06-10
DRC0001,Client_64,CMD10721,1089.36,2024-04-27
DRC0053,Client_31,CMD10722,1237.97,2024-04-02
DRC0035,Client_174,CMD10723,268.08,2024-04-04
DRC0085,Client_195,CMD10724,592.99,2024-04-09
DRC0044,Client_51,CMD10725,4672.67,2024-04-11
DRC0093,Client_215,CMD10726,6677.37,2024-03-13
DRC0052,Client_166,CMD10727,5539.65,2024-02-26
DRC0005,Client_232,CMD10728,6812.53,2024-05-30
DRC0085,Client_76,CMD10729,5288.1,2024-01-06
DRC0018,Client_130,CMD10730,5987.75,2024-06-02
DRC0049,Client_177,CMD10731,6691.39,2024-07-14
DRC0046,Client_168,CMD10732,1867.94,2024-05-22
DRC0072,Client_218,CMD10733,559.16,2024-02-12
DRC0029,Client_54,CMD10734,5336.14,2024-05-16
DRC0043,Client_138,CMD10735,2128.27,2024-02-14
DRC0093,Client_101,CMD10736,901.27,2024-05-25
DRC0053,Client_244,CMD10737,5510.42,2024-02-26
DRC0042,Client_277,CMD10738,4825.65,2024-02-29
DRC0060,Client_46,CMD10739,6942.11,2024-01-23
DRC0094,Client_114,CMD10740,502.46,2024-02-16
DRC0063,Client_257,CMD10741,1996.35,2024-07-11
DRC0029,Client_117,CMD10742,7855.72,2024-03-19
DRC0008,Client_118,CMD10743,8359.8,2024-04-18
DRC0022,Client_226,CMD10744,6800.35,2024-03-16
DRC0071,Client_10,CMD10745,7905.82,2024-04-22
DRC0022,Client_67,CMD10746,2622.3,2024-05-06
DRC0079,Client_196,CMD10747,8534.22,2024-02-18
DRC0042,Client_291,CMD10748,5615.65,2024-05-02
DRC0057,Client_231,CMD10749,5917.16,2024-06-04
DRC0046,Client_151,CMD10750,5632.88,2024-05-03
DRC0027,Client_8,CMD10751,1609.37,2024-03-30
DRC0024,Client_292,CMD10752,2148.65,2024-07-10
DRC0100,Client_96,CMD10753,9416.23,2024-03-10
DRC0034,Client_292,CMD10754,8955.27,2024-06-18
DRC0072,Client_182,CMD10755,1761.01,2024-05-11
DRC0035,Client_154,CMD10756,1570.82,2024-05-01
DRC0024,Client_1,CMD10757,1672.14,2024-07-14
DRC0031,Client_27,CMD10758,7775.31,2024-05-16
DRC0036,Client_208,CMD10759,2748.58,2024-03-16
DRC0062,Client_147,CMD10760,6732.57,2024-03-13
DRC0060,Client_19,CMD10761,1796.96,2024-05-09
DRC0091,Client_228,CMD10762,5730.17,2024-01-29
DRC0011,Client_300,CMD10763,6660.77,2024-05-13
DRC0055,Client_124,CMD10764,6351.08,2024-07-11
DRC0073,Client_78,CMD10765,155.63,2024-06-13
DRC0033,Client_276,CMD10766,7653.18,2024-05-10
DRC0095,Client_168,CMD10767,1796.31,2024-07-01
DRC0013,Client_164,CMD10768,7102.2,2024-03-24
DRC0069,Client_136,CMD10769,684.39,2024-04-26
DRC0092,Client_272,CMD10770,3363.76,2024-07-14
DRC0093,Client_39,CMD10771,4151.81,2024-06-03
DRC0040,Client_197,CMD10772,9522.55,2024-01-27
DRC0076,Client_137,CMD10773,3852.77,2024-04-11
DRC0036,Client_210,CMD10774,2556.29,2024-05-05
DRC0089,Client_298,CMD10775,6345.06,2024-05-10
DRC0002,Client_186,CMD10776,8998.98,2024-07-09
DRC0027,Client_139,CMD10777,1358.75,2024-02-24
DRC0016,Client_28,CMD10778,9720.21,2024-07-14
DRC0009,Client_24,CMD10779,2280.06,2024-03-14
DRC0095,Client_196,CMD10780,9420.11,2024-01-17
DRC0047,Client_53,CMD10781,3575.82,2024-01-19
DRC0001,Client_47,CMD10782,7292.25,2024-04-21
DRC0027,Client_193,CMD10783,5120.2,2024-07-15
DRC0033,Client_74,CMD10784,667.6,2024-05-14
DRC0018,Client_162,CMD10785,9611.7,2024-01-21
DRC0100,Client_72,CMD10786,1485.28,2024-05-27
DRC0099,Client_203,CMD10787,3503.76,2024-01-15
DRC0065,Client_11,CMD10788,513.22,2024-01-09
DRC0061,Client_235,CMD10789,4000.39,2024-06-07
DRC0084,Client_39,CMD10790,4091.12,2024-02-01
DRC0018,Client_11,CMD10791,9959.41,2024-03-31
DRC0061,Client_293,CMD10792,7848.57,2024-06-10
DRC0051,Client_1,CMD10793,325.44,2024-06-30
DRC0009,Client_208,CMD10794,3756.88,2024-07-17
DRC0042,Client_177,CMD10795,1488.81,2024-05-29
DRC0084,Client_277,CMD10796,2499.83,2024-06-23
DRC0092,Client_103,CMD10797,9680.33,2024-06-30
DRC0091,Client_261,CMD10798,9210.92,2024-04-11
DRC0014,Client_134,CMD10799,7938.4,2024-03-20
DRC0064,Client_164,CMD10800,4333.83,2024-01-16
DRC0079,Client_156,CMD10801,7132.56,2024-05-02
DRC0028,Client_158,CMD10802,5221.44,2024-02-20
DRC0070,Client_282,CMD10803,4544.65,2024-02-15
DRC0089,Client_284,CMD10804,7628.78,2024-02-04
DRC0030,Client_48,CMD10805,2738.4,2024-06-27
DRC0014,Client_101,CMD10806,2356.48,2024-06-02
DRC0025,Client_213,CMD10807,2697.69,2024-01-16
DRC0049,Client_132,CMD10808,7452.6,2024-02-02
DRC0098,Client_295,CMD10809,4710.64,2024-07-12
DRC0027,Client_45,CMD10810,3793.9,2024-07-03
DRC0005,Client_286,CMD10811,9827.89,2024-05-03
DRC0035,Client_51,CMD10812,6923.78,2024-02-24
DRC0079,Client_129,CMD10813,9090.62,2024-06-25
DRC0010,Client_28,CMD10814,552.56,2024-04-18
DRC0009,Client_262,CMD10815,3639.01,2024-01-29
DRC0063,Client_117,CMD10816,6782.31,2024-03-22
DRC0083,Client_78,CMD10817,4544.06,2024-06-18
DRC0099,Client_292,CMD10818,8370.79,2024-04-22
DRC0006,Client_50,CMD10819,9893.25,2024-05-25
DRC0025,Client_145,CMD10820,9298.69,2024-01-03
DRC0072,Client_59,CMD10821,4179.42,2024-02-27
DRC0040,Client_269,CMD10822,5341.18,2024-03-02
DRC0099,Client_103,CMD10823,2482.04,2024-06-24
DRC0005,Client_70,CMD10824,1674.8,2024-03-23
DRC0007,Client_155,CMD10825,4809.0,2024-02-06
DRC0014,Client_270,CMD10826,3411.31,2024-02-18
DRC0024,Client_222,CMD10827,9393.6,2024-04-08
DRC0058,Client_163,CMD10828,2591.21,2024-06-25
DRC0014,Client_73,CMD10829,1200.93,2024-07-19
DRC0047,Client_232,CMD10830,6384.44,2024-04-23
DRC0094,Client_255,CMD10831,1433.14,2024-05-05
DRC0045,Client_189,CMD10832,3895.07,2024-06-11
DRC0088,Client_120,CMD10833,6847.44,2024-07-14
DRC0057,Client_86,CMD10834,8814.85,2024-05-11
DRC0013,Client_75,CMD10835,3418.35,2024-03-25
DRC0016,Client_279,CMD10836,4496.21,2024-07-16
DRC0090,Client_281,CMD10837,4418.11,2024-07-04
DRC0100,Client_122,CMD10838,2056.56,2024-02-02
DRC0061,Client_15,CMD10839,3331.86,2024-03-17
DRC0097,Client_148,CMD10840,6251.88,2024-05-29
DRC0032,Client_130,CMD10841,7928.58,2024-03-15
DRC0007,Client_53,CMD10842,7754.45,2024-02-27
DRC0014,Client_240,CMD10843,2409.62,2024-04-17
DRC0060,Client_296,CMD10844,3503.12,2024-03-25
DRC0036,Client_65,CMD10845,4388.84,2024-03-15
DRC0093,Client_140,CMD10846,6364.03,2024-04-18
DRC0054,Client_206,CMD10847,2331.87,2024-03-06
DRC0027,Client_266,CMD10848,4863.89,2024-03-25
DRC0018,Client_70,CMD10849,8913.12,2024-05-16
DRC0024,Client_98,CMD10850,8863.88,2024-04-21
DRC0084,Client_196,CMD10851,3974.91,2024-05-12
DRC0048,Client_100,CMD10852,2957.32,2024-07-09
DRC0046,Client_90,CMD10853,5989.88,2024-01-21
DRC0044,Client_155,CMD10854,1985.07,2024-01-08
DRC0005,Client_192,CMD10855,2783.9,2024-02-22
DRC0083,Client_50,CMD10856,1920.19,2024-02-01
DRC0026,Client_194,CMD10857,4800.53,2024-07-07
DRC0064,Client_17,CMD10858,2871.8,2024-03-28
DRC0062,Client_171,CMD10859,7188.47,2024-04-26
DRC0018,Client_258,CMD10860,2037.53,2024-01-05
DRC0073,Client_16,CMD10861,2941.04,2024-01-18
DRC0095,Client_122,CMD10862,3654.1,2024-03-15
DRC0080,Client_230,CMD10863,4781.43,2024-05-17
DRC0010,Client_138,CMD10864,8980.79,2024-07-18
DRC0008,Client_13,CMD10865,818.79,2024-04-01
DRC0015,Client_238,CMD10866,168.97,2024-03-31
DRC0032,Client_34,CMD10867,4212.47,2024-04-20
DRC0035,Client_264,CMD10868,7931.44,2024-02-21
DRC0043,Client_47,CMD10869,6856.89,2024-06-13
DRC0055,Client_27,CMD10870,5284.98,2024-04-22
DRC0049,Client_197,CMD10871,4683.15,2024-05-29
DRC0048,Client_38,CMD10872,5762.0,2024-06-11
DRC0086,Client_100,CMD10873,6131.58,2024-05-13
DRC0095,Client_113,CMD10874,4318.51,2024-04-13
DRC0004,Client_214,CMD10875,5104.01,2024-01-29
DRC0026,Client_170,CMD10876,9850.0,2024-02-27
DRC0024,Client_57,CMD10877,7300.97,2024-05-28
DRC0029,Client_7,CMD10878,8959.04,2024-02-12
DRC0098,Client_167,CMD10879,2333.87,2024-01-25
DRC0048,Client_37,CMD10880,3730.81,2024-03-17
DRC0074,Client_265,CMD10881,326.3,2024-03-20
DRC0005,Client_44,CMD10882,880.86,2024-03-18
DRC0038,Client_46,CMD10883,685.42,2024-05-26
DRC0007,Client_97,CMD10884,5229.86,2024-04-01
DRC0085,Client_97,CMD10885,7812.37,2024-01-25
DRC0069,Client_89,CMD10886,1031.88,2024-04-25
DRC0054,Client_150,CMD10887,9470.45,2024-04-08
DRC0020,Client_237,CMD10888,4803.9,2024-02-21
DRC0013,Client_240,CMD10889,8587.07,2024-06-16
DRC0080,Client_124,CMD10890,306.57,2024-06-26
DRC0019,Client_268,CMD10891,2239.84,2024-07-12
DRC0093,Client_70,CMD10892,7604.99,2024-04-30
DRC0009,Client_86,CMD10893,7395.27,2024-02-19
DRC0077,Client_70,CMD10894,2974.36,2024-03-08
DRC0041,Client_110,CMD10895,6284.82,2024-04-29
DRC0096,Client_165,CMD10896,8378.43,2024-05-11
DRC0047,Client_281,CMD10897,7016.99,2024-06-03
DRC0043,Client_103,CMD10898,9131.5,2024-06-05
DRC0095,Client_195,CMD10899,3475.02,2024-04-22
DRC0100,Client_150,CMD10900,6500.59,2024-03-05
DRC0031,Client_108,CMD10901,8158.7,2024-05-03
DRC0050,Client_87,CMD10902,6835.73,2024-07-16
DRC0084,Client_48,CMD10903,5139.03,2024-01-07
DRC0016,Client_122,CMD10904,4456.62,2024-01-16
DRC0078,Client_2,CMD10905,4616.07,2024-02-10
DRC0038,Client_7,CMD10906,1083.71,2024-01-05
DRC0022,Client_221,CMD10907,1970.84,2024-04-15
DRC0058,Client_86,CMD10908,4983.31,2024-02-28
DRC0049,Client_246,CMD10909,625.1,2024-01-06
DRC0025,Client_37,CMD10910,9365.94,2024-06-18
DRC0025,Client_168,CMD10911,663.12,2024-04-27
DRC0046,Client_82,CMD10912,6865.63,2024-02-26
DRC0035,Client_261,CMD10913,5258.21,2024-07-12
DRC0030,Client_8,CMD10914,7099.19,2024-06-08
DRC0005,Client_59,CMD10915,803.59,2024-04-11
DRC0011,Client_222,CMD10916,7722.45,2024-03-09
DRC0003,Client_195,CMD10917,1779.43,2024-06-04
DRC0078,Client_79,CMD10918,7131.34,2024-02-18
DRC0098,Client_61,CMD10919,5345.67,2024-02-02
DRC0025,Client_214,CMD10920,5564.97,2024-05-31
DRC0065,Client_253,CMD10921,8421.86,2024-06-16
DRC0092,Client_187,CMD10922,4268.55,2024-03-15
DRC0086,Client_239,CMD10923,3898.71,2024-02-18
DRC0033,Client_255,CMD10924,2720.12,2024-06-09
DRC0067,Client_255,CMD10925,5785.25,2024-06-01
DRC0023,Client_87,CMD10926,7310.34,2024-03-30
DRC0049,Client_28,CMD10927,4754.25,2024-04-22
DRC0035,Client_81,CMD10928,7187.0,2024-06-30
DRC0079,Client_98,CMD10929,8879.06,2024-02-26
DRC0071,Client_53,CMD10930,3723.82,2024-02-03
DRC0068,Client_231,CMD10931,771.22,2024-04-17
DRC0073,Client_121,CMD10932,4099.16,2024-03-26
DRC0037,Client_206,CMD10933,8524.8,2024-07-11
DRC0072,Client_89,CMD10934,5162.1,2024-07-06
DRC0023,Client_161,CMD10935,5576.06,2024-02-11
DRC0071,Client_97,CMD10936,8486.09,2024-06-05
DRC0024,Client_283,CMD10937,3780.38,2024-02-05
DRC0015,Client_241,CMD10938,6060.64,2024-01-11
DRC0055,Client_171,CMD10939,1724.4,2024-05-29
DRC0095,Client_93,CMD10940,6668.17,2024-04-23
DRC0094,Client_77,CMD10941,1650.44,2024-03-12
DRC0036,Client_270,CMD10942,2262.52,2024-06-13
DRC0029,Client_245,CMD10943,5950.98,2024-07-13
DRC0020,Client_110,CMD10944,694.97,2024-05-30
DRC0075,Client_267,CMD10945,6027.63,2024-04-07
DRC0061,Client_111,CMD10946,5714.71,2024-05-24
DRC0055,Client_224,CMD10947,4355.2,2024-04-12
DRC0063,Client_210,CMD10948,8295.85,2024-07-11
DRC0023,Client_104,CMD10949,3197.8,2024-04-20
DRC0035,Client_294,CMD10950,2916.06,2024-05-22
DRC0094,Client_177,CMD10951,944.95,2024-03-12
DRC0060,Client_246,CMD10952,4162.03,2024-02-25
DRC0067,Client_255,CMD10953,5415.15,2024-05-04
DRC0034,Client_265,CMD10954,3666.87,2024-03-07
DRC0067,Client_292,CMD10955,647.4,2024-03-10
DRC0048,Client_97,CMD10956,621.19,2024-03-13
DRC0084,Client_150,CMD10957,993.35,2024-06-17
DRC0100,Client_159,CMD10958,4982.42,2024-05-22
DRC0029,Client_17,CMD10959,9901.99,2024-05-16
DRC0087,Client_165,CMD10960,5389.99,2024-05-12
DRC0090,Client_222,CMD10961,4545.44,2024-06-08
DRC0020,Client_168,CMD10962,1872.57,2024-03-03
DRC0076,Client_58,CMD10963,5285.47,2024-05-25
